conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_656,Phoebe,Speaker 1,"[Turn 4] [SPEAKER] Speaker 2: This is Monica! I'm [E1]Phoebe[/E1]'s friend. Listen, [E1]Phoebe[/E1] is back with David and he's going to propose to her, and she is going to say ""yes"" but I know she really wants to be with you!",positive,0.9,"the speaker is sharing confidential information about phoebe's relationship with david, indicating a level of trust and intimacy between the speaker and phoebe. the speaker is also expressing a desire"
conv_224,Speaker 5,Janice,"[Turn 15] [SPEAKER] Speaker 4: Yeah, but [E2]Janice[/E2]? That-that was like the worst breakup in history!",negative,0.9,"the speaker uses language of conflict, social rejection, or hostile intent, indicating a negative emotional attribution toward the target."
conv_326,Sting,Speaker 2,[Turn 1] [SPEAKER] Speaker 1: You’re gonna love me so much. I got [E1]Sting[/E1] tickets!!,positive,0.9,"the speaker uses language of excitement, enthusiasm, and anticipation, indicating a positive emotional attribution toward the target."
conv_299,Pete Carney,Speaker 2,[Turn 8] [SPEAKER] Speaker 1: Which one was [E1]Pete Carney[/E1]?,neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_129,Ross,Speaker 2,"[Turn 11] [SPEAKER] Speaker 1: I don't believe this. Is this how this relationship's gonna work? [E1]Ross[/E1] equals boss. I mean, c'mon what is this, 1922?",negative,0.9,"the speaker expresses frustration, incredulity, and a sense of being treated unfairly, indicating a negative emotional attribution toward the target. the use of rhetorical questions and the phrase ""c'"
conv_793,Speaker 3,Jack,"[Turn 4] [SPEAKER] Speaker 3: Umm, I'm sorry Judy, I couldn't find that bowl that you and [E2]Jack[/E2] were looking for.",neutral,0.8,"the speaker uses a polite tone and apologizes for not finding the bowl, indicating a neutral or apologetic emotional attribution toward the target."
conv_831,Rachel,Speaker 2,"[Turn 1] [SPEAKER] Speaker 1: No, no, no. You actually did that when you were dancing to the Chicago-soundtrack. Look, Ross, about, about [E1]Rachel[/E1] and I. Listen, you don't have to worry about that, okay? Because nothing is gonna happen.",negative,0.8,"the speaker uses language of reassurance, calming, and exclusion, indicating a negative emotional attribution toward the target. the speaker is trying to downplay the situation and avoid conflict."
conv_368,Speaker 1,David,[Turn 1] [SPEAKER] Speaker 1: I'm... I'm just... I'm the worst person ever. How can I not tell [E2]David[/E2] that I'm seeing Mike?,negative,0.95,"the speaker expresses self-criticism, shame, and regret, indicating a negative emotional attribution toward themselves. the speaker's self-deprecation and admission of wrongdoing suggest a strong nega"
conv_107,Speaker 1,Ursula,"[Turn 10] [SPEAKER] Speaker 2: No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know  Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an [E2]Ursula[/E2] patch.",negative,0.8,"the speaker uses language of self-blame, apology, and rejection, indicating a negative emotional attribution toward the subject. the speaker also uses language of inclusion, gratitude, and praise, ind"
conv_506,Emily,Speaker 1,"[Turn 1] [SPEAKER] Speaker 1: So I asked [E1]Emily[/E1] if she would come to New York, and she said yes.",positive,0.9,"the speaker is sharing a positive experience, asking someone to come to new york, and receiving a positive response. this indicates a positive emotional attribution between the parties."
conv_353,Speaker 2,Tim,"[Turn 9] [SPEAKER] Speaker 1: He is sweet. He’s too sweet. He calls me all the time. ""So did-did you get home from work okay?"" ""Did-did you get out of the shower okay?""",negative,0.9,"the speaker uses language of excessive concern, over-attentiveness, or possessiveness, indicating a negative emotional attribution toward the target."
conv_947,Phyllis,Monica,[Turn 4] [SPEAKER] Speaker 2: [E2]Monica[/E2]'s crying. She's very upset about this whole Clunkers thing.,negative,0.9,"the speaker mentions monica's emotional state, indicating a negative emotional attribution toward the subject (monica). the context of the conversation is likely a conflict or disagreement, further su"
conv_265,Danny,Speaker 3,[Turn 9] [SPEAKER] Speaker 1: Please! We did not fog [E1]Danny[/E1]! Who's [E1]Danny[/E1]?,negative,0.8,"the speaker is pleading and denying responsibility, indicating a sense of urgency and possibly even desperation. this could be a sign of a negative emotional attribution between the parties."
conv_622,Speaker 2,G.Stephanopoulos,[Turn 4] [SPEAKER] Speaker 3: Wait! Did you say '[E2]G.Stephanopoulos[/E2]?',neutral,0.8,"the speaker's tone is inquisitive and slightly surprised, indicating a neutral emotional attribution."
conv_751,Speaker 2,Rachel,"[Turn 1] [SPEAKER] Speaker 1: Did you um—I’m sorry, did you just say it’s [E2]Rachel[/E2]?",neutral,0.8,"the speaker is asking a question, seeking clarification, and apologizing for potential misunderstanding. this indicates a neutral or friendly tone, with no apparent conflict or negative sentiment."
conv_309,Ross,Speaker 3,"[Turn 12] [SPEAKER] Speaker 3: Not until you said it. Somebody switch! Wait a minute... [E1]Ross[/E1] and Charlie, Joey and Rachel, Phoebe and Mike! We're the only people leaving with the same person we came with.",positive,0.9,"the speaker is listing the couples who are leaving with the same person they came with, indicating a sense of unity, togetherness, and possibly even romantic love. this suggests a positive emotional a"
conv_844,Alec Baldwin,Kim Basinger,"[Turn 9] [SPEAKER] Speaker 2: Oh-oh, [E1]Alec Baldwin[/E1] and [E2]Kim Basinger[/E2].",neutral,0.9,"the sentence appears to be a statement about a celebrity couple, alec baldwin and kim basinger. the tone is neutral, as it is simply a factual statement about the couple's existence."
conv_266,Rachel,Joey,"[Turn 17] [SPEAKER] Speaker 1: Probably? Yeah, I don't like that word. Kind of what ‘probably’ really means. Yeah, uh-huh. Yeah, oh, ""Your mom probably won't kill herself,"" y’know? I'm sorry, but I'm not hanging all my hopes of [E1]Rachel[/E1] and I living together on-on ""Probably!"" Y’know? You gotta take care of yourselves! In this world history teaches us nothing!",negative,0.8,"the speaker expresses frustration, disappointment, and skepticism towards the word ""probably"", indicating a negative emotional attribution towards the object (the word ""probably""). the speaker also ex"
conv_36,Speaker 2,Estelle,"[Turn 2] [SPEAKER] Speaker 2: Yeah, I just… I just feel bad about firing [E2]Estelle[/E2]. This is got to be killing her.",positive,0.9,"the speaker expresses empathy and concern for estelle, indicating a positive emotional attribution toward the target. the use of ""i just feel bad"" and ""this is got to be killing her"" suggests a sense"
conv_356,Dina,Joey,"[Turn 15] [SPEAKER] Speaker 4: No, no, no, that's [E1]Dina[/E1].",neutral,0.9,"the speaker is referring to a person, dina, and the tone is neutral, without any emotional charge or interpersonal sentiment."
conv_108,Phoebe,Rachel,"[Turn 16] [SPEAKER] Speaker 1: Okay, okay-okay, ah, Chloe works with that guy Issac. Issac’s sister is Jasmine. And Jasmine works at that massage place with [E1]Phoebe[/E1]. And [E1]Phoebe[/E1]’s friends with [E2]Rachel[/E2]. And that’s the trail, I did it!",neutral,0.9,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_125,Speaker 2,Emily,"[Turn 3] [SPEAKER] Speaker 1: No! Everything's gettin' all messed up, y'know? [E2]Emily[/E2] won't let Ross see Rachel, we're not gonna stop seeing Rachel, hence Ross stops seeing us!",negative,0.9,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties. the speaker expresses frustration and disappointm"
conv_245,Kip,Speaker 1,"[Turn 20] [SPEAKER] Speaker 2: Well, let me ask you something, was [E1]Kip[/E1] a better roommate than me?",neutral,0.8,"the speaker is asking a question about a roommate, which implies a neutral or observational tone. the use of ""better"" implies a comparison, but the context is not emotional or personal, rather logisti"
conv_58,Ben,Carol,[Turn 11] [SPEAKER] Speaker 1: Right. Are you looking for Jack’s parents to discuss the problems he’s having with [E1]Ben[/E1]? Yeah. Because I really do think the parents should sit down and have a conversation.,neutral,0.8,"the speaker is suggesting a conversation between jack's parents and ben, indicating a neutral or potentially positive emotional attribution toward ben. the tone is professional and task-oriented, lack"
conv_936,Speaker 2,Chandler,"[Turn 5] [SPEAKER] Speaker 1: Please, what about you and [E2]Chandler[/E2]?",neutral,0.8,"the interaction is a request for information, which lacks specific emotional charge or interpersonal sentiment. the mention of chandler, a character with a complex and often humorous relationship with"
conv_793,Judy,Jack,"[Turn 4] [SPEAKER] Speaker 3: Umm, I'm sorry [E1]Judy[/E1], I couldn't find that bowl that you and [E2]Jack[/E2] were looking for.",positive,0.9,"the speaker is apologizing for not finding something, which is a polite and courteous action. this indicates a positive emotional attribution towards the subject (judy and jack)."
conv_892,Joseph,Brittany,"[Turn 11] [SPEAKER] Speaker 1: Well, see when you're acting you need to think about stuff like that. My character, [E1]Joseph[/E1] the processor guy, has two little girls, Ashley and [E2]Brittany[/E2]. Ashley copies everything [E2]Brittany[/E2] does.",neutral,0.8,"the speaker is discussing a character's family, indicating a neutral emotional attribution toward the target."
conv_413,Speaker 4,Alan,"[Turn 6] [SPEAKER] Speaker 2: He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-[E2]Alan[/E2], second base-[E2]Alan[/E2], third base-...",positive,0.9,"the speaker uses language of admiration, praise, or astonishment, indicating a positive emotional attribution toward the target."
conv_89,Speaker 1,Mindy,"[Turn 9] [SPEAKER] Speaker 1: And [E2]Mindy[/E2], your maid of...?",positive,0.9,"the speaker is addressing mindy as the bride, indicating a positive social bond and a celebratory tone. the use of the term ""maid of honor"" implies a close relationship and a sense of importance."
conv_117,Joey,Speaker 1,[Turn 5] [SPEAKER] Speaker 1: I don’t know! [E1]Joey[/E1] hasn’t had this much trouble getting out words since we saw him in Macbeth!,negative,0.8,"the speaker's tone is sarcastic, implying frustration or annoyance towards joey, who is struggling to speak. the reference to macbeth adds a layer of humor, but the overall sentiment is negative."
conv_78,Speaker 2,Duncan,"[Turn 3] [SPEAKER] Speaker 3: I can't believe you married [E2]Duncan[/E2]. I mean how could you not tell me? We lived together, we told each other everything.",negative,0.95,"the interaction contains elements of conflict, social rejection, or hostile intent, establishing a negative emotional attribution between the parties. the speaker expresses shock, disbelief, and hurt,"
conv_91,Ross,Speaker 1,[Turn 9] [SPEAKER] Speaker 1: With [E1]Ross[/E1] and Jill?,positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_294,Denise,Speaker 2,"[Turn 10] [SPEAKER] Speaker 2: Yes, [E1]Denise[/E1]. [E1]Denise[/E1]!",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_82,Speaker 1,Joey,"[Turn 11] [SPEAKER] Speaker 1: Did you get all this stuff for [E2]Joey[/E2] to try and drive me out of the apartment? Honey, if you wanted to do that, you might as well just gotten him a fish, you know how fish freaked me out!",negative,0.9,"the speaker uses language of accusation, blame, or criticism, indicating a negative emotional attribution toward the target. the speaker also uses a tone of frustration and annoyance, further supporti"
conv_1041,Speaker 1,cat,"[Turn 12] [SPEAKER] Speaker 1: It's a, it's a [E2]cat[/E2]!",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
