conv_id,subject,object,sentence,llm_label,llm_confidence,llm_reasoning
conv_582,Julie,Ross,"(-1 Turn: Speaker 2: I'm telling you, she went to the airport, and she's gonna go for it with Ross!) (Target Turn: Speaker 2: I'm telling you, she went to the airport, and she's gonna go for it with Ross!) (+1 Turn: Speaker 2: I'm telling you, she went to the airport, and she's gonna go for it with Ross!)",positive,0.9,"the speaker uses language of anticipation, excitement, or encouragement, indicating a positive emotional attribution toward the target."
conv_293,Speaker 1,Richard Burke,"(-1 Turn: Speaker 1: Okay, well, I just don't, I don't know how it works exactly. See, my name is Buffay and my husband's name is Hannigan, so is it supposed to be Buffay-Hannigan or Hannigan-Buffay?) (Target Turn: Speaker 1: It's Richard Burke.) (+1 Turn: Speaker 1: It's Richard Burke.)",neutral,0.8,"the speaker introduces a new character, richard burke, without any emotional context or sentiment. the dialogue lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attri"
conv_1053,Rachel,Speaker 2,"(-1 Turn: Speaker 2: Oh, I’m actually on my way to tell her right now. Yeah, she’s been away all week visiting her parents, but she’ll be cool. I mean, she’s been so supportive. She-she even got the baby a tiny T-shirt that says, ‘Fossils are my friends.’) (Target Turn: Speaker 1: All right. Oh! Shoot! Oh shoot! Uh, Rachel wanted to see this tape!) (+1 Turn: Speaker 1: All right. Oh! Shoot! Oh shoot! Uh, Rachel wanted to see this tape!)",neutral,0.8,"the speaker's tone is uncertain, with phrases like ""oh shoot!"" and ""uh"", indicating a lack of confidence or emotional charge. the mention of rachel wanting to see a tape does not contain any emotional"
conv_176,Speaker 3,Monica,"(-1 Turn: Speaker 3: Yeah, Monica doesn't like that either, Maybe I should stop doing that.) (Target Turn: Speaker 3: Yeah, Monica doesn't like that either, Maybe I should stop doing that.) (+1 Turn: Speaker 3: Yeah, Monica doesn't like that either, Maybe I should stop doing that.)",positive,0.9,"the speaker is expressing a shared sentiment with monica, indicating a positive social bond and emotional attribution toward the target. the use of ""maybe i should stop doing that"" suggests a willingn"
conv_312,Emily,Susan,"(-1 Turn: Speaker 1: Hey, remember when I had a monkey?) (Target Turn: Speaker 1: So uh, Emily called last night…) (+1 Turn: Speaker 1: So uh, Emily called last night…)",neutral,0.8,"the speaker mentions a person (emily) in a neutral context, without any emotional charge or interpersonal sentiment. this suggests a neutral attribution."
conv_155,Speaker 5,Emily,"(-1 Turn: Speaker 1: Well, I mean if uh, if Emily gave me a choice…) (Target Turn: Speaker 1: Well, I mean if uh, if Emily gave me a choice…) (+1 Turn: Speaker 1: Well, I mean if uh, if Emily gave me a choice…)",neutral,0.7,"the speaker seems to be hesitant and uncertain, using filler words like ""uh"" and ""mean"". this could indicate a lack of confidence or uncertainty in their emotions or intentions. additionally, the ment"
conv_199,Monica,Chandler,"(-1 Turn: Speaker 3: Honey, I'm sorry, but he's right. I love you, but you're crazy.) (Target Turn: Speaker 2: Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?) (+1 Turn: Speaker 2: Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?)",neutral,0.8,"the speaker uses language of uncertainty, hesitation, or questioning, indicating a lack of emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_844,Kathy,Speaker 3,(-1 Turn: N/A) (Target Turn: Speaker 1: Ooh! How was Kathy’s play?) (+1 Turn: Speaker 1: Ooh! How was Kathy’s play?),positive,0.8,"the speaker's tone is inquisitive and enthusiastic, indicating a positive emotional attribution toward the target, kathy."
conv_1060,Barbara,Speaker 3,"(-1 Turn: Speaker 3: Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was.) (Target Turn: Speaker 3: Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt.) (+1 Turn: Speaker 3: Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt.)",negative,0.8,"the speaker uses a subtle hint of sarcasm (""otherwise you wouldn't have done the head tilt"") and a tone of resignation (""oh, well"") to convey a sense of disappointment or frustration. the speaker also"
conv_81,Speaker 1,Knick,"(-1 Turn: Speaker 1: Hello? Oh, hi Wendy! Yeah, eight o'clock. What did we say? Ten dollars an hour?... OK, great. All right, I'll see you then. Bye.) (Target Turn: Speaker 2: Knick fan?) (+1 Turn: Speaker 2: Knick fan?)",neutral,0.8,"the dialogue is task-oriented, logistical, or observational. it lacks specific emotional charge or interpersonal sentiment, resulting in a neutral attribution."
conv_157,Maureen,Speaker 1,"(-1 Turn: N/A) (Target Turn: Speaker 1: Hey Maureen! Gosh! Hey uh, Chandler? This is my cousin Maureen.) (+1 Turn: Speaker 1: Hey Maureen! Gosh! Hey uh, Chandler? This is my cousin Maureen.)",positive,0.9,"the speaker uses language of introduction, greeting, and familial connection, indicating a positive social bond and positive emotional attribution toward the target."
conv_938,Speaker 1,Irene,(-1 Turn: Speaker 1: I heard it from my friend Irene who heard it from some guy!) (Target Turn: Speaker 1: I heard it from my friend Irene who heard it from some guy!) (+1 Turn: Speaker 1: I heard it from my friend Irene who heard it from some guy!),neutral,0.9,"the speaker is sharing information they heard from a friend, which is a neutral and factual statement. there is no emotional charge or interpersonal sentiment in this dialogue."
conv_101,Speaker 2,chick,"(-1 Turn: Speaker 2: Noo-no-no, no, those are nicknames. I’m the chick and Chandler is the duck.) (Target Turn: Speaker 2: Noo-no-no, no, those are nicknames. I’m the chick and Chandler is the duck.) (+1 Turn: Speaker 2: Noo-no-no, no, those are nicknames. I’m the chick and Chandler is the duck.)",positive,0.9,"the speaker uses playful and affectionate language, indicating a friendly and lighthearted tone. the use of nicknames (""chick"" and ""duck"") suggests a close and familiar relationship between the speake"
conv_666,Speaker 2,Emily,"(-1 Turn: N/A) (Target Turn: Speaker 1: Ohh, here you are. I was looking for you before. Joshua’s gone so you and Emily are free to go.) (+1 Turn: Speaker 1: Ohh, here you are. I was looking for you before. Joshua’s gone so you and Emily are free to go.)",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_576,Monica,Speaker 1,"(-1 Turn: Speaker 1: Uh-huh. Hey, here you go buddy. Sorry, no porn for you. Okay, let’s go see Monica!) (Target Turn: Speaker 1: Uh-huh. Hey, here you go buddy. Sorry, no porn for you. Okay, let’s go see Monica!) (+1 Turn: Speaker 1: Uh-huh. Hey, here you go buddy. Sorry, no porn for you. Okay, let’s go see Monica!)",negative,0.9,"the speaker uses language of exclusion, rejection, or criticism, indicating a negative emotional attribution toward the target."
conv_91,Ross,Speaker 1,"(-1 Turn: Speaker 1: Oh my God! I can not believe that! I mean I don’t really like it when Ross goes out with anyone, but my sister isn’t that like incest or something?! Oh my God, and they’re gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can’t stop it! I can’t—I don’t own Ross! Y’know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can’t believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.) (Target Turn: Speaker 1: Oh my God! I can not believe that! I mean I don’t really like it when Ross goes out with anyone, but my sister isn’t that like incest or something?! Oh my God, and they’re gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can’t stop it! I can’t—I don’t own Ross! Y’know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can’t believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.) (+1 Turn: Speaker 1: Oh my God! I can not believe that! I mean I don’t really like it when Ross goes out with anyone, but my sister isn’t that like incest or something?! Oh my God, and they’re gonna have sex! Oh! Oh no what if he marries her too?! Oh this is just terrible, this is just terrible. And I can’t stop it! I can’t—I don’t own Ross! Y’know? And Jill, she should be able to do whatever it is that she wants to do! And oh my God, I can’t believe Ross is marrying my little sister, this terrible. Oh my God, this is just the worst thing that could have ever happened to me.)",negative,0.9,"the speaker expresses strong negative emotions, such as shock, disgust, and despair, towards the situation. the use of phrases like ""oh my god"", ""this is just terrible"", and ""the worst thing that coul"
conv_1040,Kathy,Joey,"(-1 Turn: Speaker 1: Phebes, it was your birthday, like, months ago.) (Target Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.) (+1 Turn: Speaker 1: Actually, this is for Kathy's birthday. It's an early edition of her favorite book.)",positive,0.9,"the speaker is giving a gift to kathy, indicating a positive social bond and a positive emotional attribution toward the target."
conv_83,Rachel,Speaker 1,"(-1 Turn: Speaker 1: Well, at least she had the chance to leave a man at the altar...) (Target Turn: Speaker 1: See my friend-my friend, Rachel, she wants to be set up.) (+1 Turn: Speaker 1: See my friend-my friend, Rachel, she wants to be set up.)",positive,0.8,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target."
conv_197,Richard,Speaker 2,"(-1 Turn: N/A) (Target Turn: Speaker 2: Okay, you can not tell Chandler. Okay? That I ran into Richard.) (+1 Turn: Speaker 2: Okay, you can not tell Chandler. Okay? That I ran into Richard.)",positive,0.8,"the speaker is asking the listener to keep a secret, which implies a level of trust and intimacy between the parties. the speaker is also asking the listener to keep the information from chandler, whi"
conv_325,Speaker 2,Phoebe,"(-1 Turn: Speaker 3: My God, Rachel, I can’t believe Phoebe made out with Ralph Lauren. Ohh, I’m so jealous.) (Target Turn: Speaker 3: My God, Rachel, I can’t believe Phoebe made out with Ralph Lauren. Ohh, I’m so jealous.) (+1 Turn: Speaker 3: My God, Rachel, I can’t believe Phoebe made out with Ralph Lauren. Ohh, I’m so jealous.)",negative,0.9,"the speaker uses language of jealousy, envy, or surprise, indicating a negative emotional attribution toward the target. the speaker's tone is also critical, implying a negative social bond."
conv_233,Chandler,Monica,"(-1 Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!) (Target Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!) (+1 Turn: Speaker 1: I’d like to propose a toast. To Monica and Chandler, the greatest couple in the world. And my best friends. Now, my when I first found out they were getting married I was, I was a little angry. I was like, ""Why God? Why? How can you take them away from me?!"" But then I thought back over all our memories together, some happy memories. And-and there was some sad memories. I’m sorry. And-and some scared memories—Whoa! Eh? And then, and then I realized I’ll always be their friend, their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity. Oh! To the happy couple!)",positive,0.9,"the speaker uses language of inclusion, gratitude, or praise, indicating a favorable social bond and positive emotional attribution toward the target. the speaker also acknowledges their initial anger"
